Mod:Item:MetaData, Localized Name
natura:willow_fence:0, 柳树木栅栏
natura:willow_fence_gate:0, 柳树木栅栏门
natura:eucalyptus_button:0, 桉木按钮
natura:eucalyptus_pressure_plate:0, 桉木压力板
natura:eucalyptus_trap_door:0, 桉木活板门
natura:eucalyptus_fence:0, 桉木栅栏
natura:eucalyptus_fence_gate:0, 桉木栅栏门
natura:hopseed_button:0, 车桑子木按钮
natura:hopseed_pressure_plate:0, 车桑子木压力板
natura:hopseed_trap_door:0, 车桑子木活板门
natura:hopseed_fence:0, 车桑子木栅栏
natura:hopseed_fence_gate:0, 车桑子木栅栏门
natura:sakura_button:0, 樱花木按钮
natura:sakura_pressure_plate:0, 樱花木压力板
natura:sakura_trap_door:0, 樱花木活板门
natura:sakura_fence:0, 樱花木栅栏
natura:sakura_fence_gate:0, 樱花木栅栏门
natura:redwood_button:0, 红木按钮
natura:redwood_pressure_plate:0, 红木压力板
natura:redwood_trap_door:0, 红木活板门
natura:redwood_fence:0, 红木栅栏
natura:redwood_fence_gate:0, 红木栅栏门
natura:overworld_bookshelves:0, 枫树木书架
natura:overworld_bookshelves:1, 银铃木书架
natura:overworld_bookshelves:2, 紫檀木书架
natura:overworld_bookshelves:3, 核桃木书架
natura:overworld_bookshelves:4, 柳树木书架
natura:overworld_bookshelves:5, 桉木书架
natura:overworld_bookshelves:6, 车桑子木书架
natura:overworld_bookshelves:7, 樱花木书架
natura:overworld_bookshelves:8, 红木书架
natura:overworld_workbenches:0, 枫树木工作台
natura:overworld_workbenches:1, 银铃木工作台
natura:overworld_workbenches:2, 紫檀木工作台
natura:overworld_workbenches:3, 核桃木工作台
natura:overworld_workbenches:4, 柳树木工作台
natura:overworld_workbenches:5, 桉木工作台
natura:overworld_workbenches:6, 车桑子木工作台
natura:overworld_workbenches:7, 樱花木工作台
natura:overworld_workbenches:8, 红木工作台
natura:ghostwood_button:0, 幽魂木按钮
natura:ghostwood_pressure_plate:0, 幽魂木压力板
natura:ghostwood_trap_door:0, 幽魂木活板门
natura:ghostwood_fence:0, 幽魂木栅栏
natura:ghostwood_fence_gate:0, 幽魂木栅栏门
natura:bloodwood_button:0, 血木按钮
natura:bloodwood_pressure_plate:0, 血木压力板
natura:bloodwood_trap_door:0, 血木活板门
natura:bloodwood_fence:0, 血木栅栏
natura:bloodwood_fence_gate:0, 血木栅栏门
natura:fusewood_button:0, 熔融木按钮
natura:fusewood_pressure_plate:0, 熔融木压力板
natura:fusewood_trap_door:0, 熔融木活板门
natura:fusewood_fence:0, 熔融木栅栏
natura:fusewood_fence_gate:0, 熔融木栅栏门
natura:darkwood_button:0, 黑暗木按钮
natura:darkwood_pressure_plate:0, 黑暗木压力板
natura:darkwood_trap_door:0, 黑暗木活板门
natura:darkwood_fence:0, 黑暗木栅栏
natura:darkwood_fence_gate:0, 黑暗木栅栏门
natura:nether_bookshelves:0, 幽魂木书架
natura:nether_bookshelves:1, 血木书架
natura:nether_bookshelves:2, 黑暗木书架
natura:nether_bookshelves:3, 熔融木书架
natura:nether_workbenches:0, 枫树木工作台
natura:nether_workbenches:1, 血木工作台
natura:nether_workbenches:2, 黑暗木工作台
natura:nether_workbenches:3, 熔融木工作台
natura:imp_armor_helmet, 恶魔皮头盔
natura:imp_armor_chestplate, 恶魔皮短上衣
natura:imp_armor_leggings, 恶魔皮护腿
natura:imp_armor_boots, 恶魔皮靴子
natura:ghostwood_sword, 幽魂木剑
natura:ghostwood_pickaxe, 幽魂木镐
natura:ghostwood_shovel, 幽魂木锹
natura:ghostwood_axe, 幽魂木手斧
natura:ghostwood_kama, 幽魂木镰刀
natura:ghostwood_bow, 幽魂木弓
natura:bloodwood_sword, 血木剑
natura:bloodwood_pickaxe, 血木镐
natura:bloodwood_shovel, 血木锹
natura:bloodwood_axe, 血木手斧
natura:bloodwood_kama, 血木镰刀
natura:bloodwood_bow, 血木弓
natura:darkwood_sword, 黑暗木剑
natura:darkwood_pickaxe, 黑暗木镐
natura:darkwood_shovel, 黑暗木锹
natura:darkwood_axe, 黑暗木手斧
natura:darkwood_kama, 黑暗木镰刀
natura:darkwood_bow, 黑暗木弓
natura:fusewood_sword, 熔融木剑
natura:fusewood_pickaxe, 熔融木镐
natura:fusewood_shovel, 熔融木锹
natura:fusewood_axe, 熔融木手斧
natura:fusewood_kama, 熔融木镰刀
natura:fusewood_bow, 熔融木弓
natura:netherquartz_sword, 石英剑
natura:netherquartz_pickaxe, 石英镐
natura:netherquartz_shovel, 石英锹
natura:netherquartz_axe, 石英手斧
natura:netherquartz_kama, 石英镰刀
natura:flint_and_blaze, 烈焰打火石
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:keybutton:0, 抽屉钥匙按钮
storagedrawers:keybutton:1, 屏蔽钥匙按钮
storagedrawers:keybutton:2, 私人钥匙按钮
storagedrawers:keybutton:3, 量化钥匙按钮
storagedrawers:compdrawers, 压缩抽屉
storagedrawers:controller, 抽屉管理器
storagedrawers:controllerslave, 管理器传动方块
storagedrawers:trim:0, 橡木桥接方块
storagedrawers:trim:1, 云杉木桥接方块
storagedrawers:trim:2, 白桦木桥接方块
storagedrawers:trim:3, 丛林木桥接方块
storagedrawers:trim:4, 金合欢木桥接方块
storagedrawers:trim:5, 深色橡木桥接方块
storagedrawers:framingtable, 成型台
storagedrawers:customdrawers:0, 镶框抽屉
storagedrawers:customdrawers:1, 1x2 镶框抽屉
storagedrawers:customdrawers:2, 2x2 镶框抽屉
storagedrawers:customdrawers:3, 1x2 小型镶框抽屉
storagedrawers:customdrawers:4, 2x2 小型镶框抽屉
storagedrawers:customtrim, 镶框
storagedrawers:upgrade_template, 升级模板
storagedrawers:upgrade_storage:0, 抽屉容量升级（I）
storagedrawers:upgrade_storage:1, 抽屉容量升级（II）
storagedrawers:upgrade_storage:2, 抽屉容量升级（III）
storagedrawers:upgrade_storage:3, 抽屉容量升级（IV）
storagedrawers:upgrade_storage:4, 抽屉容量升级（V）
storagedrawers:upgrade_one_stack, 存储降级
storagedrawers:upgrade_status:0, 状态显示升级（I）
storagedrawers:upgrade_status:1, 状态显示升级（II）
storagedrawers:upgrade_void, 清空升级
storagedrawers:upgrade_conversion, 转换升级
storagedrawers:upgrade_creative:0, 创造模式容量升级
storagedrawers:upgrade_creative:1, 创造模式取出升级
storagedrawers:upgrade_redstone:0, 红石升级
storagedrawers:upgrade_redstone:1, 红石升级（最大）
storagedrawers:upgrade_redstone:2, 红石升级（最小）
storagedrawers:drawer_key, 抽屉钥匙
storagedrawers:shroud_key, 屏蔽钥匙
storagedrawers:personal_key, 私人钥匙
storagedrawers:quantify_key, 量化钥匙
storagedrawers:tape, 打包带
tweakergui:recipe_maker, 配方制作器
grapplemod:grapplinghook, 抓钩
grapplemod:launcheritem, 末影手杖
grapplemod:longfallboots, 长筒靴
grapplemod:repeller, 磁力力场
grapplemod:baseupgradeitem, 基础抓勾升级
grapplemod:doubleupgradeitem, 双抓勾升级
grapplemod:forcefieldupgradeitem, 力场抓勾升级
grapplemod:magnetupgradeitem, 磁力抓勾升级
grapplemod:motorupgradeitem, 机动抓勾升级
grapplemod:ropeupgradeitem, 绳抓勾升级
grapplemod:staffupgradeitem, 末影手杖抓勾升级
grapplemod:swingupgradeitem, 摆动抓勾升级
grapplemod:throwupgradeitem, 抓勾丢出升级
grapplemod:limitsupgradeitem, 受限抓勾升级
harvestcraft:blackberryitem, 黑莓
harvestcraft:blackberryseeditem, 黑莓种子
harvestcraft:blueberryitem, 蓝莓
harvestcraft:blueberryseeditem, 蓝莓种子
harvestcraft:candleberryitem, 蜡杨梅
harvestcraft:candleberryseeditem, 蜡杨梅种子
harvestcraft:raspberryitem, 树莓
harvestcraft:raspberryseeditem, 树莓种子
harvestcraft:strawberryitem, 草莓
harvestcraft:strawberryseeditem, 草莓种子
harvestcraft:cactusfruititem, 仙人掌果
harvestcraft:cactusfruitseeditem, 仙人掌果种子
harvestcraft:asparagusitem, 芦笋
harvestcraft:asparagusseeditem, 芦笋种子
harvestcraft:barleyitem, 大麦
harvestcraft:barleyseeditem, 大麦种子
harvestcraft:oatsitem, 燕麦
harvestcraft:oatsseeditem, 燕麦种子
harvestcraft:ryeitem, 黑麦
harvestcraft:ryeseeditem, 黑麦种子
harvestcraft:cornitem, 玉米
harvestcraft:cornseeditem, 玉米种子
harvestcraft:bambooshootitem, 竹笋
harvestcraft:bambooshootseeditem, 竹笋种子
harvestcraft:cantaloupeitem, 哈密瓜
harvestcraft:cantaloupeseeditem, 哈密瓜种子
harvestcraft:cucumberitem, 黄瓜
harvestcraft:cucumberseeditem, 黄瓜种子
harvestcraft:wintersquashitem, 冬南瓜
harvestcraft:wintersquashseeditem, 冬南瓜种子
harvestcraft:zucchiniitem, 西葫芦
harvestcraft:zucchiniseeditem, 西葫芦种子
harvestcraft:beetitem, 甜菜
harvestcraft:beetseeditem, 甜菜种子
harvestcraft:onionitem, 洋葱
harvestcraft:onionseeditem, 洋葱种子
harvestcraft:parsnipitem, 欧防风
harvestcraft:parsnipseeditem, 欧防风种子
harvestcraft:peanutitem, 花生
harvestcraft:peanutseeditem, 花生种子
harvestcraft:radishitem, 小红萝卜
harvestcraft:radishseeditem, 小红萝卜种子
harvestcraft:rutabagaitem, 芜菁甘蓝
harvestcraft:rutabagaseeditem, 芜菁甘蓝种子
harvestcraft:sweetpotatoitem, 番薯
harvestcraft:sweetpotatoseeditem, 番薯种子
harvestcraft:turnipitem, 芜菁
harvestcraft:turnipseeditem, 芜菁种子
harvestcraft:rhubarbitem, 大黄
harvestcraft:rhubarbseeditem, 大黄种子
harvestcraft:celeryitem, 芹菜
harvestcraft:celeryseeditem, 芹菜种子
harvestcraft:garlicitem, 大蒜
harvestcraft:garlicseeditem, 大蒜种子
harvestcraft:gingeritem, 姜
harvestcraft:gingerseeditem, 姜种子
harvestcraft:spiceleafitem, 香料叶
harvestcraft:spiceleafseeditem, 香料叶种子
harvestcraft:tealeafitem, 茶叶
harvestcraft:teaseeditem, 茶种子
harvestcraft:coffeebeanitem, 咖啡豆
harvestcraft:coffeeseeditem, 咖啡种子
harvestcraft:mustardseedsitem, 芥菜籽
harvestcraft:mustardseeditem, 芥菜种子
harvestcraft:broccoliitem, 西兰花
harvestcraft:broccoliseeditem, 西兰花种子
harvestcraft:caulifloweritem, 花椰菜
harvestcraft:cauliflowerseeditem, 花椰菜种子
harvestcraft:leekitem, 韭葱
harvestcraft:leekseeditem, 韭葱种子
harvestcraft:lettuceitem, 生菜
harvestcraft:lettuceseeditem, 生菜种子
harvestcraft:scallionitem, 青葱
harvestcraft:scallionseeditem, 青葱种子
harvestcraft:artichokeitem, 洋蓟
harvestcraft:artichokeseeditem, 洋蓟种子
harvestcraft:brusselsproutitem, 芽甘蓝
harvestcraft:brusselsproutseeditem, 芽甘蓝种子
harvestcraft:cabbageitem, 卷心菜
harvestcraft:cabbageseeditem, 卷心菜种子
harvestcraft:spinachitem, 菠菜
harvestcraft:spinachseeditem, 菠菜种子
harvestcraft:whitemushroomitem, 白蘑菇
harvestcraft:whitemushroomseeditem, 白蘑菇孢子
harvestcraft:beanitem, 豆子
harvestcraft:beanseeditem, 豆子种子
harvestcraft:soybeanitem, 黄豆
harvestcraft:soybeanseeditem, 黄豆种子
harvestcraft:bellpepperitem, 甜椒
harvestcraft:bellpepperseeditem, 甜椒种子
harvestcraft:chilipepperitem, 红辣椒
harvestcraft:chilipepperseeditem, 红辣椒种子
harvestcraft:eggplantitem, 茄子
harvestcraft:eggplantseeditem, 茄子种子
harvestcraft:okraitem, 秋葵
harvestcraft:okraseeditem, 秋葵种子
harvestcraft:peasitem, 豌豆
harvestcraft:peasseeditem, 豌豆种子
harvestcraft:tomatoitem, 番茄
harvestcraft:tomatoseeditem, 番茄种子
harvestcraft:cottonitem, 棉花
harvestcraft:cottonseeditem, 棉花种子
harvestcraft:pineappleitem, 菠萝
harvestcraft:pineappleseeditem, 菠萝种子
harvestcraft:grapeitem, 葡萄
harvestcraft:grapeseeditem, 葡萄种子
harvestcraft:kiwiitem, 猕猴桃
harvestcraft:kiwiseeditem, 猕猴桃种子
harvestcraft:cranberryitem, 蔓越莓
harvestcraft:cranberryseeditem, 蔓越莓种子
harvestcraft:riceitem, 水稻
harvestcraft:riceseeditem, 水稻种子
harvestcraft:seaweeditem, 海藻
harvestcraft:seaweedseeditem, 海藻种子
harvestcraft:curryleafitem, 咖哩叶
harvestcraft:curryleafseeditem, 咖喱叶种子
harvestcraft:sesameseedsitem, 芝麻
harvestcraft:sesameseedsseeditem, 芝麻种子
harvestcraft:waterchestnutitem, 孛荠
harvestcraft:waterchestnutseeditem, 孛荠种子
harvestcraft:gigapickleitem, 小黄瓜
harvestcraft:gigapickleseeditem, 小黄瓜种子
harvestcraft:kaleitem, 甘蓝
harvestcraft:kaleseeditem, 甘蓝种子
harvestcraft:agaveitem, 龙舌兰
harvestcraft:agaveseeditem, 龙舌兰种子
harvestcraft:amaranthitem, 苋菜
harvestcraft:amaranthseeditem, 苋菜种子
harvestcraft:arrowrootitem, 葛根
harvestcraft:arrowrootseeditem, 葛根种子
harvestcraft:cassavaitem, 木薯
harvestcraft:cassavaseeditem, 木薯种子
harvestcraft:chickpeaitem, 鹰嘴豆
harvestcraft:chickpeaseeditem, 鹰嘴豆种子
harvestcraft:elderberryitem, 接骨木
harvestcraft:elderberryseeditem, 接骨木种子
harvestcraft:flaxitem, 亚麻
harvestcraft:flaxseeditem, 亚麻种子
harvestcraft:greengrapeitem, 绿葡萄
harvestcraft:greengrapeseeditem, 绿葡萄种子
harvestcraft:huckleberryitem, 黑木莓
harvestcraft:huckleberryseeditem, 黑木莓种子
harvestcraft:jicamaitem, 豆薯
harvestcraft:jicamaseeditem, 豆薯种子
harvestcraft:juteitem, 黄麻
harvestcraft:juteseeditem, 黄麻种子
harvestcraft:kenafitem, 红麻
harvestcraft:kenafseeditem, 红麻种子
harvestcraft:kohlrabiitem, 大头菜
harvestcraft:kohlrabiseeditem, 大头菜种子
harvestcraft:lentilitem, 扁豆
harvestcraft:lentilseeditem, 扁豆种子
harvestcraft:milletitem, 小米
harvestcraft:milletseeditem, 小米种子
harvestcraft:mulberryitem, 桑葚
harvestcraft:mulberryseeditem, 桑葚种子
harvestcraft:quinoaitem, 藜麦
harvestcraft:quinoaseeditem, 藜麦种子
harvestcraft:sisalitem, 剑麻
harvestcraft:sisalseeditem, 剑麻种子
harvestcraft:taroitem, 芋头
harvestcraft:taroseeditem, 芋头种子
harvestcraft:date_sapling, 枣椰树苗
harvestcraft:dateitem, 枣椰
harvestcraft:pamdate, 枣椰
harvestcraft:papaya_sapling, 木瓜树苗
harvestcraft:papayaitem, 木瓜
harvestcraft:pampapaya, 木瓜
harvestcraft:cherry_sapling, 樱桃树苗
harvestcraft:cherryitem, 樱桃
harvestcraft:pamcherry, 樱桃
harvestcraft:fig_sapling, 无花果树苗
harvestcraft:figitem, 无花果
harvestcraft:pamfig, 无花果
harvestcraft:soursop_sapling, 刺果番荔枝树苗
harvestcraft:soursopitem, 刺果番荔枝
harvestcraft:pamsoursop, 刺果番荔枝
harvestcraft:dragonfruit_sapling, 火龙果树苗
harvestcraft:dragonfruititem, 火龙果
harvestcraft:pamdragonfruit, 火龙果
harvestcraft:rambutan_sapling, 红毛丹树苗
harvestcraft:rambutanitem, 红毛丹
harvestcraft:pamrambutan, 红毛丹
harvestcraft:jackfruit_sapling, 菠萝蜜树苗
harvestcraft:jackfruititem, 菠萝蜜
harvestcraft:pamjackfruit, 菠萝蜜
harvestcraft:passionfruit_sapling, 百香果树苗
harvestcraft:passionfruititem, 百香果
harvestcraft:pampassionfruit, 百香果
harvestcraft:apple_sapling, 苹果树苗
harvestcraft:pamapple, 苹果
harvestcraft:lemon_sapling, 柠檬树苗
harvestcraft:lemonitem, 柠檬
harvestcraft:pamlemon, 柠檬
harvestcraft:pear_sapling, 梨树树苗
harvestcraft:pearitem, 梨
harvestcraft:pampear, 梨
harvestcraft:olive_sapling, 橄榄树苗
harvestcraft:oliveitem, 橄榄
harvestcraft:pamolive, 橄榄
harvestcraft:spiderweb_sapling, 蛛网树苗
harvestcraft:pamspiderweb, 蛛网
harvestcraft:grapefruit_sapling, 葡萄柚树苗
harvestcraft:grapefruititem, 葡萄柚
harvestcraft:pamgrapefruit, 葡萄柚
harvestcraft:pomegranate_sapling, 石榴树苗
harvestcraft:pomegranateitem, 石榴
harvestcraft:pampomegranate, 石榴
harvestcraft:cashew_sapling, 腰果树苗
harvestcraft:cashewitem, 腰果
harvestcraft:pamcashew, 腰果
harvestcraft:vanillabean_sapling, 香草树苗
harvestcraft:vanillabeanitem, 香草豆荚
harvestcraft:pamvanillabean, 香草豆
harvestcraft:starfruit_sapling, 杨桃树苗
harvestcraft:starfruititem, 杨桃
harvestcraft:pamstarfruit, 杨桃
harvestcraft:banana_sapling, 香蕉树苗
harvestcraft:bananaitem, 香蕉
harvestcraft:pambanana, 香蕉
harvestcraft:plum_sapling, 李子树苗
harvestcraft:plumitem, 李子
harvestcraft:pamplum, 李子
harvestcraft:avocado_sapling, 鳄梨树苗
harvestcraft:avocadoitem, 鳄梨
harvestcraft:pamavocado, 鳄梨
harvestcraft:pecan_sapling, 山核桃树苗
harvestcraft:pecanitem, 山核桃
harvestcraft:pampecan, 山核桃
harvestcraft:pistachio_sapling, 开心果树苗
harvestcraft:pistachioitem, 开心果
harvestcraft:pampistachio, 开心果
harvestcraft:hazelnut_sapling, 榛子树苗
harvestcraft:hazelnutitem, 榛子
harvestcraft:pamhazelnut, 榛子
harvestcraft:lime_sapling, 酸橙树苗
harvestcraft:limeitem, 酸橙
harvestcraft:pamlime, 酸橙
harvestcraft:peppercorn_sapling, 胡椒树苗
harvestcraft:peppercornitem, 胡椒
harvestcraft:pampeppercorn, 胡椒
harvestcraft:almond_sapling, 杏仁树苗
harvestcraft:almonditem, 杏仁
harvestcraft:pamalmond, 杏仁
harvestcraft:gooseberry_sapling, 醋栗树苗
harvestcraft:gooseberryitem, 醋栗
harvestcraft:pamgooseberry, 醋栗
harvestcraft:peach_sapling, 桃树苗
harvestcraft:peachitem, 桃子
harvestcraft:pampeach, 桃子
harvestcraft:chestnut_sapling, 栗子树苗
harvestcraft:chestnutitem, 栗子
harvestcraft:pamchestnut, 栗子
harvestcraft:pawpaw_sapling, 木瓜树苗
harvestcraft:pawpawitem, 木瓜
harvestcraft:pampawpaw, 木瓜
harvestcraft:coconut_sapling, 椰子树苗
harvestcraft:coconutitem, 椰子
harvestcraft:pamcoconut, 椰子
harvestcraft:mango_sapling, 芒果树苗
harvestcraft:mangoitem, 芒果
harvestcraft:pammango, 芒果
harvestcraft:apricot_sapling, 杏树苗
harvestcraft:apricotitem, 杏子
harvestcraft:pamapricot, 杏子
harvestcraft:orange_sapling, 橙子树苗
harvestcraft:orangeitem, 橙子
harvestcraft:pamorange, 橙子
harvestcraft:walnut_sapling, 胡桃树苗
harvestcraft:walnutitem, 核桃
harvestcraft:pamwalnut, 胡桃
harvestcraft:lychee_sapling, 荔枝树苗
harvestcraft:lycheeitem, 荔枝
harvestcraft:pamlychee, 荔枝
harvestcraft:persimmon_sapling, 柿子树苗
harvestcraft:persimmonitem, 柿子
harvestcraft:pampersimmon, 柿子
harvestcraft:guava_sapling, 番石榴树苗
harvestcraft:guavaitem, 番石榴
harvestcraft:pamguava, 番石榴
harvestcraft:breadfruit_sapling, 面包树树苗
harvestcraft:breadfruititem, 面包果
harvestcraft:pambreadfruit, 面包果
harvestcraft:nutmeg_sapling, 肉豆蔻树苗
harvestcraft:nutmegitem, 肉豆蔻
harvestcraft:pamnutmeg, 肉豆蔻
harvestcraft:durian_sapling, 榴莲树苗
harvestcraft:durianitem, 榴莲
harvestcraft:pamdurian, 榴莲
harvestcraft:tamarind_sapling, 酸角树苗
harvestcraft:tamarinditem, 酸角
harvestcraft:pamtamarind, 酸角
harvestcraft:cinnamon_sapling, 肉桂树苗
harvestcraft:cinnamonitem, 肉桂
harvestcraft:pamcinnamon, 肉桂木
harvestcraft:maple_sapling, 枫树树苗
harvestcraft:maplesyrupitem, 枫树糖浆
harvestcraft:pammaple, 枫木
harvestcraft:paperbark_sapling, 白千层树树苗
harvestcraft:pampaperbark, 白千层木
harvestcraft:market, 集市方块
harvestcraft:shippingbin, 贸易箱
harvestcraft:well, 井
harvestcraft:groundtrap, 捕兽笼
harvestcraft:watertrap, 捕鱼笼
harvestcraft:waterfilter, 滤水器
harvestcraft:grinder, 研磨机
harvestcraft:beehive, 蜂窝
harvestcraft:apiary, 蜂房
harvestcraft:honey, 蜂蜜块
harvestcraft:honeycomb, 蜂窝块
harvestcraft:pressedwax, 压缩蜡块
harvestcraft:waxcomb, 蜂窝蜡块
harvestcraft:candledeco1, 白色蜡烛
harvestcraft:candledeco2, 橙色蜡烛
harvestcraft:candledeco3, 品红色蜡烛
harvestcraft:candledeco4, 淡蓝色蜡烛
harvestcraft:candledeco5, 黄色蜡烛
harvestcraft:candledeco6, 黄绿色蜡烛
harvestcraft:candledeco7, 粉色蜡烛
harvestcraft:candledeco8, 深灰色蜡烛
harvestcraft:candledeco9, 淡灰色蜡烛
harvestcraft:candledeco10, 青色蜡烛
harvestcraft:candledeco11, 紫色蜡烛
harvestcraft:candledeco12, 蓝色蜡烛
harvestcraft:candledeco13, 棕色蜡烛
harvestcraft:candledeco14, 绿色蜡烛
harvestcraft:candledeco15, 红色蜡烛
harvestcraft:candledeco16, 黑色蜡烛
harvestcraft:aridgarden, 贫瘠菜园
harvestcraft:frostgarden, 严寒菜园
harvestcraft:shadedgarden, 荫蔽菜园
harvestcraft:soggygarden, 湿润菜园
harvestcraft:tropicalgarden, 热带菜园
harvestcraft:windygarden, 多风菜园
harvestcraft:presser, 榨汁机
harvestcraft:carrotcake, 胡萝卜蛋糕
harvestcraft:cheesecake, 奶酪蛋糕
harvestcraft:cherrycheesecake, 樱桃奶酪蛋糕
harvestcraft:chocolatesprinklecake, 巧克力彩糖蛋糕
harvestcraft:holidaycake, 节日蛋糕
harvestcraft:lamingtoncake, 拉明顿蛋糕
harvestcraft:pavlovacake, 巴甫洛娃蛋糕
harvestcraft:pineappleupsidedowncake, 凤梨蛋糕
harvestcraft:pumpkincheesecake, 南瓜奶酪糕
harvestcraft:redvelvetcake, 红色天鹅绒蛋糕
harvestcraft:garliccoinitem, 大蒜币
harvestcraft:ediblerootitem, 食用根
harvestcraft:sunflowerseedsitem, 向日葵籽
harvestcraft:calamarirawitem, 生鱿鱼
harvestcraft:calamaricookeditem, 熟鱿鱼
harvestcraft:saltitem, 盐
harvestcraft:wovencottonitem, 织棉
harvestcraft:freshwateritem, 淡水
harvestcraft:freshmilkitem, 新鲜牛奶
harvestcraft:grilledasparagusitem, 烤芦笋
harvestcraft:bakedsweetpotatoitem, 烤地瓜
harvestcraft:grilledeggplantitem, 烤茄子
harvestcraft:toastitem, 吐司
harvestcraft:cheeseitem, 奶酪
harvestcraft:icecreamitem, 冰淇淋
harvestcraft:grilledcheeseitem, 烤奶酪
harvestcraft:applesauceitem, 苹果酱
harvestcraft:pumpkinbreaditem, 南瓜面包
harvestcraft:caramelappleitem, 焦糖苹果
harvestcraft:applepieitem, 苹果派
harvestcraft:teaitem, 茶
harvestcraft:coffeeitem, 咖啡
harvestcraft:popcornitem, 爆米花
harvestcraft:raisinsitem, 葡萄干
harvestcraft:ricecakeitem, 米糕
harvestcraft:toastedcoconutitem, 烤椰子
harvestcraft:roastedpumpkinseedsitem, 烤南瓜子
harvestcraft:vanillaitem, 香草
harvestcraft:toastedsesameseedsitem, 烘芝麻
harvestcraft:flouritem, 面粉
harvestcraft:doughitem, 面团
harvestcraft:pastaitem, 意大利面
harvestcraft:heavycreamitem, 多脂奶油
harvestcraft:butteritem, 黄油
harvestcraft:applejuiceitem, 苹果汁
harvestcraft:melonjuiceitem, 西瓜汁
harvestcraft:carrotjuiceitem, 胡萝卜汁
harvestcraft:strawberryjuiceitem, 草莓汁
harvestcraft:grapejuiceitem, 葡萄汁
harvestcraft:blueberryjuiceitem, 蓝莓汁
harvestcraft:cherryjuiceitem, 樱桃汁
harvestcraft:papayajuiceitem, 木瓜汁
harvestcraft:starfruitjuiceitem, 杨桃汁
harvestcraft:orangejuiceitem, 橙子汁
harvestcraft:peachjuiceitem, 桃子汁
harvestcraft:limejuiceitem, 酸橙汁
harvestcraft:mangojuiceitem, 芒果汁
harvestcraft:pomegranatejuiceitem, 石榴汁
harvestcraft:blackberryjuiceitem, 黑莓汁
harvestcraft:raspberryjuiceitem, 树莓汁
harvestcraft:kiwijuiceitem, 猕猴桃汁
harvestcraft:cranberryjuiceitem, 蔓越莓汁
harvestcraft:cactusfruitjuiceitem, 仙人掌果汁
harvestcraft:plumjuiceitem, 李子汁
harvestcraft:pearjuiceitem, 梨汁
harvestcraft:apricotjuiceitem, 杏子汁
harvestcraft:figjuiceitem, 无花果汁
harvestcraft:grapefruitjuiceitem, 葡萄柚汁
harvestcraft:persimmonjuiceitem, 柿子汁
harvestcraft:pumpkinsoupitem, 南瓜汤
harvestcraft:melonsmoothieitem, 西瓜冰沙
harvestcraft:carrotsoupitem, 胡萝卜汤
harvestcraft:glazedcarrotsitem, 糖水胡萝卜
harvestcraft:butteredpotatoitem, 奶油马铃薯
harvestcraft:loadedbakedpotatoitem, 盖浇烤马铃薯
harvestcraft:mashedpotatoesitem, 土豆泥
harvestcraft:potatosaladitem, 马铃薯色拉
harvestcraft:potatosoupitem, 马铃薯汤
harvestcraft:friesitem, 炸薯条
harvestcraft:grilledmushroomitem, 烤蘑菇
harvestcraft:stuffedmushroomitem, 盒子冬菇
harvestcraft:chickensandwichitem, 鸡肉三明治
harvestcraft:chickennoodlesoupitem, 美式鸡汤面
harvestcraft:chickenpotpieitem, 鸡肉派
harvestcraft:breadedporkchopitem, 厚皮猪排
harvestcraft:hotdogitem, 热狗
harvestcraft:bakedhamitem, 烤火腿
harvestcraft:hamburgeritem, 汉堡包
harvestcraft:cheeseburgeritem, 奶酪汉堡包
harvestcraft:potroastitem, 红烧牛肉
harvestcraft:fishsandwichitem, 鲜鱼三明治
